사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2020-12,7호선,510,보라매,182095,180832,30105,28868
2020-12,7호선,511,신풍,212320,202542,44733,45483
2020-12,7호선,512,대림(구로구청),160334,161346,23856,23117
2020-12,7호선,513,남구로,321702,343526,43710,43446
2020-12,7호선,514,가산디지털단지,919322,915518,66933,63222
2020-12,7호선,515,철산,399230,408507,65992,66160
2020-12,7호선,516,광명사거리,410318,406298,105897,109368
2020-12,7호선,517,천왕,198988,188282,37664,37881
2020-12,7호선,518,온수(성공회대입구),203963,189198,28285,26712
2020-12,7호선,519,까치울,145615,141968,18207,18625
2020-12,7호선,520,부천종합운동장,87696,75655,13257,13198
2020-12,7호선,521,춘의,194632,192463,24161,23439
2020-12,7호선,522,신중동,273837,268848,35395,34004
2020-12,7호선,523,부천시청,233044,233788,36900,35705
2020-12,7호선,524,상동,230613,239919,32680,32467
2020-12,7호선,525,삼산체육관,85358,76781,15478,14786
2020-12,7호선,526,굴포천,165159,176206,24370,24867
2020-12,7호선,527,부평구청,230110,192055,21009,19031
2020-12,8호선,528,암사,343617,304686,72329,72083
2020-12,8호선,529,천호(풍납토성),293452,338919,56424,53539
2020-12,8호선,530,강동구청,183678,194559,42922,43733
2020-12,8호선,531,몽촌토성(평화의문),99269,104251,21289,20272
2020-12,8호선,532,잠실(송파구청),260922,296173,45484,42831
2020-12,8호선,533,석촌,132135,153967,33591,35279
2020-12,8호선,534,송파,134387,135854,36317,36361
2020-12,8호선,535,가락시장,130705,150144,47117,48061
2020-12,8호선,536,문정,409905,429742,40435,40319
2020-12,8호선,537,장지,328709,326186,51132,49238
2020-12,8호선,538,복정,192955,168806,31072,28170
2020-12,8호선,539,산성,124206,122062,28976,31879
2020-12,8호선,540,남한산성입구(성남법원.검찰청),246334,224623,57732,56083
2020-12,8호선,541,단대오거리,178928,172674,49597,48590
2020-12,8호선,542,신흥,75154,81595,29005,30279
2020-12,8호선,543,수진,86343,76573,30492,29990
2020-12,8호선,544,모란,62430,46908,36235,27202
2020-12,9호선,602,개화,44048,32997,8509,6977
2020-12,9호선,603,김포공항,149464,211787,12260,14056
2020-12,9호선,604,공항시장,46627,51561,16934,18497
2020-12,9호선,605,신방화,115341,113505,29947,30004
2020-12,9호선,606,마곡나루(서울식물원),201153,201731,18137,17721
2020-12,9호선,607,양천향교,168029,173560,29921,30017
2020-12,9호선,608,가양,345493,340755,87687,85842
2020-12,9호선,609,증미,125623,127495,29881,30713
2020-12,9호선,610,등촌,179927,178590,54409,55222
2020-12,9호선,611,염창,314291,311969,47412,47209
2020-12,9호선,612,신목동,65135,59511,13049,12253
2020-12,9호선,613,선유도,139135,135505,17391,16644
2020-12,9호선,614,당산,329030,326753,42925,38938
2020-12,9호선,615,국회의사당,285926,288121,31921,27010
2020-12,9호선,616,여의도,426020,408737,29366,26991
2020-12,9호선,617,샛강,95709,99667,15968,15504
2020-12,9호선,618,노량진,453492,440889,61013,61650
2020-12,9호선,619,노들,73186,64241,21036,19820
2020-12,9호선,620,흑석(중앙대입구),131540,136643,34872,35103
2020-12,9호선,621,동작(현충원),29718,22966,6298,5267
2020-12,9호선,622,구반포,41900,43891,14114,14364
2020-12,9호선,623,신반포,49768,49585,12237,11937
2020-12,9호선,624,고속터미널,203177,270025,34974,38990
2020-12,9호선,625,사평,50724,50845,11788,11739
2020-12,9호선,626,신논현,585439,573796,42221,39088
2020-12,공항철도 1호선,640,서울역,121740,111015,20977,19467
2020-12,공항철도 1호선,641,공덕,39947,52370,4871,5820
2020-12,공항철도 1호선,642,홍대입구,150389,152541,11644,11470
2020-12,공항철도 1호선,643,디지털미디어시티,252453,227070,15817,14788
2020-12,공항철도 1호선,644,마곡나루(서울식물원),130250,125541,7412,7195
2020-12,공항철도 1호선,645,김포공항,213495,136018,13972,9882
2020-12,공항철도 1호선,646,계양,180604,170090,16807,15812
2020-12,공항철도 1호선,647,검암,140519,138013,12180,12183
2020-12,공항철도 1호선,648,청라국제도시,126227,117819,7392,7262
2020-12,공항철도 1호선,649,운서,120348,122477,16705,16600
2020-12,공항철도 1호선,650,공항화물청사,48385,53264,7244,7123
2020-12,공항철도 1호선,651,인천공항1터미널,76849,83128,9867,10050
2020-12,공항철도 1호선,652,인천공항2터미널,44508,43135,5189,4734
2020-12,공항철도 1호선,653,영종,48391,49593,12163,12113
2020-12,9호선2~3단계,627,언주,188607,189206,19207,18827
2020-12,9호선2~3단계,628,선정릉,173738,187505,15428,15793
2020-12,9호선2~3단계,629,삼성중앙,120987,124565,15505,15427
2020-12,9호선2~3단계,630,봉은사,287657,288713,26702,25310
2020-12,9호선2~3단계,631,종합운동장,74660,73203,10875,10347
2020-12,9호선2~3단계,632,삼전,118670,116026,23285,22732
2020-12,9호선2~3단계,633,석촌고분,101489,102382,21434,21602
2020-12,9호선2~3단계,634,석촌,141166,124668,20873,18425
2020-12,9호선2~3단계,635,송파나루,77825,81967,17109,17466
2020-12,9호선2~3단계,636,한성백제,39983,36324,9710,8681
2020-12,9호선2~3단계,637,올림픽공원(한국체대),95416,95432,12855,12857
2020-12,9호선2~3단계,638,둔촌오륜,19203,16453,4133,4133
2020-12,9호선2~3단계,639,중앙보훈병원,141898,121286,55033,54578
2020-12,우이신설선,697,북한산우이,36949,31672,23077,24473
2020-12,우이신설선,698,솔밭공원,32875,31393,19829,20720
2020-12,우이신설선,699,4.19민주묘지,38101,37715,24248,21876
2020-12,우이신설선,700,가오리,56107,55316,31987,33582
2020-12,우이신설선,701,화계,46059,42033,29005,28999
2020-12,우이신설선,702,삼양,25426,27673,19996,22558
2020-12,우이신설선,703,삼양사거리,28291,29151,25635,26361
2020-12,우이신설선,704,솔샘,95217,87922,26033,27127
2020-12,우이신설선,705,북한산보국문,97485,93904,29296,30433
2020-12,우이신설선,706,정릉,64975,61314,31526,30744
2020-12,우이신설선,707,성신여대입구(돈암),45350,52099,20583,19610
2020-12,우이신설선,708,보문,22962,23122,10947,11488
2020-12,우이신설선,709,신설동,30730,31370,19424,16436
